nom_hotel,annee,mois,categorie,sous_categorie,nombre_ventes,montant_ventes,nombre_paniers,nombre_produits,hotel_code
Ibis budget Strasbourg Centre République,2024,6,F_B,FOOD SUCREE,77.0,245.0,58.333333333333336,9.0,HB6A3
Ibis budget Strasbourg Centre République,2024,7,F_B,FOOD SUCREE,77.0,245.0,58.333333333333336,9.0,HB6A3
Ibis budget Strasbourg Centre République,2024,8,F_B,FOOD SUCREE,77.0,245.0,58.333333333333336,9.0,HB6A3
Ibis budget Strasbourg Centre République,2024,9,F_B,FOOD SUCREE,77.0,245.0,58.333333333333336,9.0,HB6A3
Ibis budget Strasbourg Centre République,2024,1,F_B,SANS ALCOOL,160.66666666666666,553.3333333333334,125.33333333333333,13.0,HB6A3
Ibis budget Strasbourg Centre République,2024,2,F_B,SANS ALCOOL,160.66666666666666,553.3333333333334,125.33333333333333,13.0,HB6A3
Ibis budget Strasbourg Centre République,2024,3,F_B,SANS ALCOOL,160.66666666666666,553.3333333333334,125.33333333333333,13.0,HB6A3
Ibis budget Strasbourg Centre République,2024,4,F_B,SANS ALCOOL,160.66666666666666,553.3333333333334,125.33333333333333,13.0,HB6A3
Ibis budget Strasbourg Centre République,2024,5,F_B,SANS ALCOOL,160.66666666666666,553.3333333333334,125.33333333333333,13.0,HB6A3
Ibis budget Strasbourg Centre République,2024,6,F_B,SANS ALCOOL,160.66666666666666,553.3333333333334,125.33333333333333,13.0,HB6A3
Ibis budget Strasbourg Centre République,2024,7,F_B,SANS ALCOOL,160.66666666666666,553.3333333333334,125.33333333333333,13.0,HB6A3
Ibis budget Strasbourg Centre République,2024,8,F_B,SANS ALCOOL,160.66666666666666,553.3333333333334,125.33333333333333,13.0,HB6A3
Ibis budget Strasbourg Centre République,2024,9,F_B,SANS ALCOOL,160.66666666666666,553.3333333333334,125.33333333333333,13.0,HB6A3
Novotel Megève Mont-Blanc,2024,1,F_B,ALCOOL,5.2,46.4,3.5,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,2,F_B,ALCOOL,5.2,46.4,3.5,2.0,HB5I0
Novotel Megève Mont-Blanc,2024,1,F_B,FOOD SALEE,8.5,54.5,6.2,3.9,HB5I0
Novotel Megève Mont-Blanc,2024,2,F_B,FOOD SALEE,8.5,54.5,6.2,3.9,HB5I0
Novotel Megève Mont-Blanc,2024,1,F_B,FOOD SUCREE,28.6,171.56,18.2,11.0,HB5I0
Novotel Megève Mont-Blanc,2024,2,F_B,FOOD SUCREE,28.6,171.56,18.2,11.0,HB5I0
Novotel Megève Mont-Blanc,2024,1,F_B,SANS ALCOOL,30.1,78.95,21.9,7.2,HB5I0
Novotel Megève Mont-Blanc,2024,2,F_B,SANS ALCOOL,30.1,78.95,21.9,7.2,HB5I0
Novotel Megève Mont-Blanc,2024,1,F_B,SOUVENIRS,1.1,12.969999999999999,0.9,0.6,HB5I0
Novotel Megève Mont-Blanc,2024,2,F_B,SOUVENIRS,1.1,12.969999999999999,0.9,0.6,HB5I0
Novotel Megève Mont-Blanc,2024,1,N_F_B,#REF!,0.4,6.0,0.4,0.0,HB5I0
Novotel Megève Mont-Blanc,2024,2,N_F_B,#REF!,0.4,6.0,0.4,0.0,HB5I0
Novotel Megève Mont-Blanc,2024,1,N_F_B,ACCESSOIRES,8.1,307.2,7.4,4.3,HB5I0
Novotel Megève Mont-Blanc,2024,2,N_F_B,ACCESSOIRES,8.1,307.2,7.4,4.3,HB5I0
Novotel Megève Mont-Blanc,2024,1,N_F_B,COSMETIQUE,10.3,169.53000000000003,8.4,5.3,HB5I0
Novotel Megève Mont-Blanc,2024,2,N_F_B,COSMETIQUE,10.3,169.53000000000003,8.4,5.3,HB5I0
Novotel Megève Mont-Blanc,2024,1,N_F_B,JEUX / ENFANTS,10.0,133.13,7.9,7.1,HB5I0
Novotel Megève Mont-Blanc,2024,2,N_F_B,JEUX / ENFANTS,10.0,133.13,7.9,7.1,HB5I0
Novotel Megève Mont-Blanc,2024,1,N_F_B,PAP,4.5,113.3,3.6,3.1,HB5I0
Novotel Megève Mont-Blanc,2024,2,N_F_B,PAP,4.5,113.3,3.6,3.1,HB5I0
Novotel Megève Mont-Blanc,2024,1,N_F_B,SOS,4.6,90.9,4.4,1.9,HB5I0
Novotel Megève Mont-Blanc,2024,2,N_F_B,SOS,4.6,90.9,4.4,1.9,HB5I0
Novotel Megève Mont-Blanc,2024,1,N_F_B,SOUVENIRS,3.9,63.8,2.3,2.4,HB5I0
Novotel Megève Mont-Blanc,2024,2,N_F_B,SOUVENIRS,3.9,63.8,2.3,2.4,HB5I0
Novotel Paris Tour Eiffel,2024,1,F_B,FOOD SALEE,189.125,1181.1,136.75,0.0,H3546
Novotel Paris Tour Eiffel,2024,2,F_B,FOOD SALEE,189.125,1181.1,136.75,0.0,H3546
Novotel Paris Tour Eiffel,2024,3,F_B,FOOD SALEE,189.125,1181.1,136.75,0.0,H3546
Novotel Paris Tour Eiffel,2024,4,F_B,FOOD SALEE,189.125,1181.1,136.75,0.0,H3546
Novotel Paris Tour Eiffel,2024,1,F_B,FOOD SUCREE,252.5,855.5,145.375,0.0,H3546
Novotel Paris Tour Eiffel,2024,2,F_B,FOOD SUCREE,252.5,855.5,145.375,0.0,H3546
Novotel Paris Tour Eiffel,2024,3,F_B,FOOD SUCREE,252.5,855.5,145.375,0.0,H3546
Novotel Paris Tour Eiffel,2024,4,F_B,FOOD SUCREE,252.5,855.5,145.375,0.0,H3546
Novotel Paris Tour Eiffel,2024,1,F_B,SANS ALCOOL,545.0,2190.89625,290.375,0.0,H3546
Novotel Paris Tour Eiffel,2024,2,F_B,SANS ALCOOL,545.0,2190.89625,290.375,0.0,H3546
Novotel Paris Tour Eiffel,2024,3,F_B,SANS ALCOOL,545.0,2190.89625,290.375,0.0,H3546
Novotel Paris Tour Eiffel,2024,4,F_B,SANS ALCOOL,545.0,2190.89625,290.375,0.0,H3546
Novotel Paris Tour Eiffel,2024,1,N_F_B,COSMETIQUE,2.0,16.0,1.5,0.0,H3546
Novotel Paris Tour Eiffel,2024,2,N_F_B,COSMETIQUE,2.0,16.0,1.5,0.0,H3546
Novotel Paris Tour Eiffel,2024,3,N_F_B,COSMETIQUE,2.0,16.0,1.5,0.0,H3546
Novotel Paris Tour Eiffel,2024,4,N_F_B,COSMETIQUE,2.0,16.0,1.5,0.0,H3546
Novotel Paris Tour Eiffel,2024,1,N_F_B,SOS,215.25,1692.625,170.125,0.0,H3546
Novotel Paris Tour Eiffel,2024,2,N_F_B,SOS,215.25,1692.625,170.125,0.0,H3546
Novotel Paris Tour Eiffel,2024,3,N_F_B,SOS,215.25,1692.625,170.125,0.0,H3546
Novotel Paris Tour Eiffel,2024,4,N_F_B,SOS,215.25,1692.625,170.125,0.0,H3546
Novotel Paris Tour Eiffel,2024,1,N_F_B,SOUVENIRS,0.125,2.3125,0.125,0.0,H3546
Novotel Paris Tour Eiffel,2024,2,N_F_B,SOUVENIRS,0.125,2.3125,0.125,0.0,H3546
Novotel Paris Tour Eiffel,2024,3,N_F_B,SOUVENIRS,0.125,2.3125,0.125,0.0,H3546
Novotel Paris Tour Eiffel,2024,4,N_F_B,SOUVENIRS,0.125,2.3125,0.125,0.0,H3546
Novotel Porte d’Italie,2024,1,F_B,FOOD SALEE,43.5,131.6,33.75,0.0,
Novotel Porte d’Italie,2024,2,F_B,FOOD SALEE,43.5,131.6,33.75,0.0,
Novotel Porte d’Italie,2024,3,F_B,FOOD SALEE,43.5,131.6,33.75,0.0,
Novotel Porte d’Italie,2024,4,F_B,FOOD SALEE,43.5,131.6,33.75,0.0,
Novotel Porte d’Italie,2024,5,F_B,FOOD SALEE,43.5,131.6,33.75,0.0,
Novotel Porte d’Italie,2024,6,F_B,FOOD SALEE,43.5,131.6,33.75,0.0,
Novotel Porte d’Italie,2024,7,F_B,FOOD SALEE,43.5,131.6,33.75,0.0,
Novotel Porte d’Italie,2024,8,F_B,FOOD SALEE,43.5,131.6,33.75,0.0,
Novotel Porte d’Italie,2024,1,F_B,FOOD SUCREE,71.5,202.69,55.25,0.0,
Novotel Porte d’Italie,2024,2,F_B,FOOD SUCREE,71.5,202.69,55.25,0.0,
Novotel Porte d’Italie,2024,3,F_B,FOOD SUCREE,71.5,202.69,55.25,0.0,
Novotel Porte d’Italie,2024,4,F_B,FOOD SUCREE,71.5,202.69,55.25,0.0,
Novotel Porte d’Italie,2024,5,F_B,FOOD SUCREE,71.5,202.69,55.25,0.0,
Novotel Porte d’Italie,2024,6,F_B,FOOD SUCREE,71.5,202.69,55.25,0.0,
Novotel Porte d’Italie,2024,7,F_B,FOOD SUCREE,71.5,202.69,55.25,0.0,
Novotel Porte d’Italie,2024,8,F_B,FOOD SUCREE,71.5,202.69,55.25,0.0,
Novotel Porte d’Italie,2024,1,F_B,SANS ALCOOL,44.0,224.75,35.0,0.0,
Novotel Porte d’Italie,2024,2,F_B,SANS ALCOOL,44.0,224.75,35.0,0.0,
Novotel Porte d’Italie,2024,3,F_B,SANS ALCOOL,44.0,224.75,35.0,0.0,
Novotel Porte d’Italie,2024,4,F_B,SANS ALCOOL,44.0,224.75,35.0,0.0,
Novotel Porte d’Italie,2024,5,F_B,SANS ALCOOL,44.0,224.75,35.0,0.0,
Novotel Porte d’Italie,2024,6,F_B,SANS ALCOOL,44.0,224.75,35.0,0.0,
Novotel Porte d’Italie,2024,7,F_B,SANS ALCOOL,44.0,224.75,35.0,0.0,
Novotel Porte d’Italie,2024,8,F_B,SANS ALCOOL,44.0,224.75,35.0,0.0,
Novotel Porte d’Italie,2024,1,NAN,,6.0,39.725,4.75,0.0,
Novotel Porte d’Italie,2024,2,NAN,,6.0,39.725,4.75,0.0,
Novotel Porte d’Italie,2024,3,NAN,,6.0,39.725,4.75,0.0,
Novotel Porte d’Italie,2024,4,NAN,,6.0,39.725,4.75,0.0,
Novotel Porte d’Italie,2024,5,NAN,,6.0,39.725,4.75,0.0,
Novotel Porte d’Italie,2024,6,NAN,,6.0,39.725,4.75,0.0,
Novotel Porte d’Italie,2024,7,NAN,,6.0,39.725,4.75,0.0,
Novotel Porte d’Italie,2024,8,NAN,,6.0,39.725,4.75,0.0,
Novotel Porte d’Italie,2024,1,N_F_B,SOS,0.5,0.35,0.5,0.0,
Novotel Porte d’Italie,2024,2,N_F_B,SOS,0.5,0.35,0.5,0.0,
Novotel Porte d’Italie,2024,3,N_F_B,SOS,0.5,0.35,0.5,0.0,
Novotel Porte d’Italie,2024,4,N_F_B,SOS,0.5,0.35,0.5,0.0,
Novotel Porte d’Italie,2024,5,N_F_B,SOS,0.5,0.35,0.5,0.0,
Novotel Porte d’Italie,2024,6,N_F_B,SOS,0.5,0.35,0.5,0.0,
Novotel Porte d’Italie,2024,7,N_F_B,SOS,0.5,0.35,0.5,0.0,
Novotel Porte d’Italie,2024,8,N_F_B,SOS,0.5,0.35,0.5,0.0,
